주문번호,날짜,시간,카테고리,상품명,SKU,수량,단가,합계,결제수단,고객국적
NM-2601-0040,2026-01-02,15:05,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,현금,대만
NM-2601-0040,2026-01-02,15:05,MD상품,키링 포 모양,NM-4000002,3,12000,36000,현금,대만
NM-2601-0040,2026-01-02,15:05,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,현금,대만
NM-2601-0040,2026-01-02,15:05,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,현금,대만
NM-2601-0041,2026-01-02,14:16,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,현금,한국
NM-2601-0042,2026-01-02,17:18,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,한국
NM-2601-0042,2026-01-02,17:18,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,한국
NM-2601-0042,2026-01-02,17:18,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,한국
NM-2601-0043,2026-01-02,15:31,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,한국
NM-2601-0044,2026-01-02,14:58,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,현금,태국
NM-2601-0044,2026-01-02,14:58,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,현금,태국
NM-2601-0045,2026-01-02,16:46,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,한국
NM-2601-0046,2026-01-02,16:15,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,카드,기타
NM-2601-0046,2026-01-02,16:15,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,카드,기타
NM-2601-0047,2026-01-02,13:05,스낵,오란다 오리지널,NM-3000003,2,4500,9000,현금,한국
NM-2601-0047,2026-01-02,13:05,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,현금,한국
NM-2601-0048,2026-01-02,12:12,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,한국
NM-2601-0048,2026-01-02,12:12,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,간편결제,한국
NM-2601-0048,2026-01-02,12:12,스낵,오란다 오리지널,NM-3000003,2,4500,9000,간편결제,한국
NM-2601-0049,2026-01-02,15:50,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,간편결제,한국
NM-2601-0049,2026-01-02,15:50,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,간편결제,한국
NM-2601-0050,2026-01-03,12:46,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,일본
NM-2601-0050,2026-01-03,12:46,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,간편결제,일본
NM-2601-0051,2026-01-03,11:45,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,미국
NM-2601-0051,2026-01-03,11:45,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,카드,미국
NM-2601-0051,2026-01-03,11:45,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,미국
NM-2601-0052,2026-01-03,17:40,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,간편결제,한국
NM-2601-0052,2026-01-03,17:40,스낵,오란다 오리지널,NM-3000003,1,4500,4500,간편결제,한국
NM-2601-0053,2026-01-03,13:25,커피포,민트초코맛 커피포,NM-2000014,3,15900,47700,카드,중국
NM-2601-0054,2026-01-03,15:44,스낵,오란다 오리지널,NM-3000003,3,4500,13500,간편결제,일본
NM-2601-0054,2026-01-03,15:44,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,간편결제,일본
NM-2601-0054,2026-01-03,15:44,MD상품,도자기컵,NM-4000003,1,28000,28000,간편결제,일본
NM-2601-0054,2026-01-03,15:44,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,간편결제,일본
NM-2601-0055,2026-01-03,16:55,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,카드,한국
NM-2601-0055,2026-01-03,16:55,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,한국
NM-2601-0056,2026-01-03,14:10,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,한국
NM-2601-0056,2026-01-03,14:10,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,카드,한국
NM-2601-0057,2026-01-03,16:36,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,현금,한국
NM-2601-0057,2026-01-03,16:36,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,현금,한국
NM-2601-0058,2026-01-03,19:25,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,카드,중국
NM-2601-0059,2026-01-03,15:01,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,간편결제,기타
NM-2601-0060,2026-01-03,14:15,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,간편결제,기타
NM-2601-0060,2026-01-03,14:15,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,간편결제,기타
NM-2601-0060,2026-01-03,14:15,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,간편결제,기타
NM-2601-0061,2026-01-03,19:21,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,한국
NM-2601-0061,2026-01-03,19:21,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,한국
NM-2601-0061,2026-01-03,19:21,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,한국
NM-2601-0062,2026-01-03,17:40,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,간편결제,대만
NM-2601-0062,2026-01-03,17:40,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,대만
NM-2601-0063,2026-01-03,17:28,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,카드,중국
NM-2601-0063,2026-01-03,17:28,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,카드,중국
NM-2601-0064,2026-01-03,14:31,MD상품,도자기컵,NM-4000003,1,28000,28000,카드,한국
NM-2601-0065,2026-01-03,15:04,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,미국
NM-2601-0065,2026-01-03,15:04,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,카드,미국
NM-2601-0065,2026-01-03,15:04,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,미국
NM-2601-0066,2026-01-03,13:11,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,카드,태국
NM-2601-0066,2026-01-03,13:11,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,카드,태국
NM-2601-0067,2026-01-03,13:38,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,태국
NM-2601-0067,2026-01-03,13:38,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,간편결제,태국
NM-2601-0068,2026-01-03,15:02,MD상품,키링 mix man,NM-4000001,2,12000,24000,간편결제,미국
NM-2601-0068,2026-01-03,15:02,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,간편결제,미국
NM-2601-0069,2026-01-03,16:07,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,간편결제,한국
NM-2601-0070,2026-01-03,14:59,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,대만
NM-2601-0070,2026-01-03,14:59,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,카드,대만
NM-2601-0071,2026-01-03,13:13,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,일본
NM-2601-0071,2026-01-03,13:13,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,카드,일본
NM-2601-0072,2026-01-03,13:43,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,현금,중국
NM-2601-0072,2026-01-03,13:43,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,현금,중국
NM-2601-0072,2026-01-03,13:43,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,현금,중국
NM-2601-0073,2026-01-03,13:09,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,한국
NM-2601-0074,2026-01-03,12:11,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,한국
NM-2601-0074,2026-01-03,12:11,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,카드,한국
NM-2601-0074,2026-01-03,12:11,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,한국
NM-2601-0075,2026-01-03,13:06,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,카드,태국
NM-2601-0075,2026-01-03,13:06,스낵,오란다 말차,NM-3000004,1,4500,4500,카드,태국
NM-2601-0076,2026-01-03,11:08,스낵,오란다 말차,NM-3000004,2,4500,9000,간편결제,미국
NM-2601-0076,2026-01-03,11:08,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,미국
NM-2601-0076,2026-01-03,11:08,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,간편결제,미국
NM-2601-0076,2026-01-03,11:08,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,미국
NM-2601-0077,2026-01-03,12:52,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,현금,한국
NM-2601-0078,2026-01-03,14:56,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,간편결제,기타
NM-2601-0079,2026-01-03,14:47,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,기타
NM-2601-0080,2026-01-03,12:17,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NM-2601-0080,2026-01-03,12:17,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,카드,일본
NM-2601-0080,2026-01-03,12:17,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,일본
NM-2601-0081,2026-01-03,18:44,MD상품,키링 포 모양,NM-4000002,2,12000,24000,카드,미국
NM-2601-0081,2026-01-03,18:44,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,미국
NM-2601-0081,2026-01-03,18:44,MD상품,키링 포 모양,NM-4000002,1,12000,12000,카드,미국
NM-2601-0081,2026-01-03,18:44,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,미국
NM-2601-0082,2026-01-03,14:51,MD상품,키링 포 모양,NM-4000002,1,12000,12000,카드,한국
NM-2601-0083,2026-01-03,16:50,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,간편결제,미국
NM-2601-0083,2026-01-03,16:50,MD상품,키링 mix man,NM-4000001,3,12000,36000,간편결제,미국
NM-2601-0083,2026-01-03,16:50,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,미국
NM-2601-0084,2026-01-03,15:42,스낵,오란다 오리지널,NM-3000003,2,4500,9000,현금,기타
NM-2601-0084,2026-01-03,15:42,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,현금,기타
NM-2601-0084,2026-01-03,15:42,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,현금,기타
NM-2601-0085,2026-01-03,12:31,커피포,화이트베리모카맛 커피포,NM-2000013,3,15900,47700,카드,동남아기타
NM-2601-0085,2026-01-03,12:31,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,동남아기타
NM-2601-0085,2026-01-03,12:31,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,동남아기타
NM-2601-0085,2026-01-03,12:31,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,동남아기타
NM-2601-0086,2026-01-03,15:19,MD상품,도자기컵,NM-4000003,2,28000,56000,현금,태국
NM-2601-0086,2026-01-03,15:19,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,현금,태국
NM-2601-0086,2026-01-03,15:19,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,현금,태국
NM-2601-0087,2026-01-03,13:39,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,한국
NM-2601-0088,2026-01-03,17:42,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,카드,한국
NM-2601-0088,2026-01-03,17:42,스낵,오란다 말차,NM-3000004,2,4500,9000,카드,한국
NM-2601-0089,2026-01-03,13:13,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,대만
NM-2601-0090,2026-01-03,15:01,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,카드,한국
NM-2601-0090,2026-01-03,15:01,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,한국
NM-2601-0091,2026-01-03,17:34,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,간편결제,홍콩
NM-2601-0091,2026-01-03,17:34,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,간편결제,홍콩
NM-2601-0092,2026-01-03,18:10,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,카드,중국
NM-2601-0092,2026-01-03,18:10,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,카드,중국
NM-2601-0092,2026-01-03,18:10,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,카드,중국
NM-2601-0093,2026-01-03,17:27,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,중국
NM-2601-0093,2026-01-03,17:27,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,카드,중국
NM-2601-0094,2026-01-03,15:59,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,중국
NM-2601-0094,2026-01-03,15:59,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,카드,중국
NM-2601-0094,2026-01-03,15:59,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,중국
NM-2601-0095,2026-01-03,16:50,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,간편결제,한국
NM-2601-0095,2026-01-03,16:50,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,간편결제,한국
NM-2601-0096,2026-01-03,15:56,MD상품,도자기컵,NM-4000003,2,28000,56000,간편결제,한국
NM-2601-0097,2026-01-03,14:30,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,대만
NM-2601-0097,2026-01-03,14:30,MD상품,키링 포 모양,NM-4000002,1,12000,12000,간편결제,대만
NM-2601-0097,2026-01-03,14:30,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,대만
NM-2601-0097,2026-01-03,14:30,MD상품,키링 포 모양,NM-4000002,1,12000,12000,간편결제,대만
NM-2601-0098,2026-01-03,13:21,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,카드,중국
NM-2601-0099,2026-01-03,18:34,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,간편결제,중국
NM-2601-0100,2026-01-03,17:33,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,현금,홍콩
NM-2601-0100,2026-01-03,17:33,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,현금,홍콩
NM-2601-0101,2026-01-03,16:15,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,간편결제,미국
NM-2601-0101,2026-01-03,16:15,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,간편결제,미국
NM-2601-0101,2026-01-03,16:15,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,간편결제,미국
NM-2601-0102,2026-01-03,15:42,MD상품,키링 포 모양,NM-4000002,1,12000,12000,카드,홍콩
NM-2601-0102,2026-01-03,15:42,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,홍콩
NM-2601-0102,2026-01-03,15:42,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,홍콩
NM-2601-0103,2026-01-03,17:48,MD상품,키링 mix man,NM-4000001,2,12000,24000,카드,태국
NM-2601-0103,2026-01-03,17:48,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,태국
NM-2601-0104,2026-01-03,17:57,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,한국
NM-2601-0105,2026-01-03,14:20,MD상품,도자기컵,NM-4000003,1,28000,28000,카드,중국
NM-2601-0106,2026-01-03,16:15,MD상품,키링 포 모양,NM-4000002,1,12000,12000,간편결제,한국
NM-2601-0106,2026-01-03,16:15,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,한국
NM-2601-0107,2026-01-03,14:31,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,카드,일본
NM-2601-0107,2026-01-03,14:31,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NM-2601-0108,2026-01-03,17:50,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,카드,한국
NM-2601-0108,2026-01-03,17:50,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,카드,한국
NM-2601-0109,2026-01-03,13:14,MD상품,도자기컵,NM-4000003,1,28000,28000,간편결제,한국
NM-2601-0110,2026-01-03,18:08,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,카드,한국
NM-2601-0111,2026-01-03,16:03,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,카드,미국
NM-2601-0111,2026-01-03,16:03,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,미국
NM-2601-0111,2026-01-03,16:03,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,카드,미국
NM-2601-0111,2026-01-03,16:03,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,카드,미국
NM-2601-0112,2026-01-03,15:52,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,미국
NM-2601-0112,2026-01-03,15:52,스낵,오란다 오리지널,NM-3000003,2,4500,9000,간편결제,미국
NM-2601-0113,2026-01-03,14:03,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,간편결제,한국
NM-2601-0114,2026-01-03,14:21,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,카드,한국
NM-2601-0115,2026-01-03,18:01,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,카드,한국
NM-2601-0116,2026-01-03,15:27,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,카드,대만
NM-2601-0116,2026-01-03,15:27,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,대만
NM-2601-0116,2026-01-03,15:27,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,카드,대만
NM-2601-0117,2026-01-03,15:03,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,한국
NM-2601-0117,2026-01-03,15:03,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,한국
NM-2601-0118,2026-01-03,16:11,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,한국
NM-2601-0118,2026-01-03,16:11,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,한국
NM-2601-0119,2026-01-04,14:53,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,대만
NM-2601-0119,2026-01-04,14:53,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,대만
NM-2601-0120,2026-01-04,14:44,커피포,민트초코맛 커피포,NM-2000014,3,15900,47700,카드,기타
NM-2601-0120,2026-01-04,14:44,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,기타
